student_id,faculty,attendance_rate,gpa_sem1,weekly_lms_hours,quiz_avg_score,late_assignments,is_at_risk
STD_0464,FTMM,66.4,3.24,7.0,70.3,0,0
STD_0465,FH,61.4,2.62,13.0,64.4,4,1
STD_0466,FTMM,65.2,3.26,8.8,71.4,3,0
STD_0467,FH,84.1,2.6,14.4,67.0,1,1
STD_0468,FISIP,75.4,2.78,9.1,57.8,2,0
STD_0469,FISIP,72.7,3.19,10.4,62.8,2,1
STD_0470,FTMM,61.6,3.25,15.5,60.6,5,1
STD_0471,FTMM,68.7,2.51,7.9,42.3,6,1
STD_0472,FH,87.1,3.63,10.8,78.4,1,0
STD_0473,FH,54.6,3.39,9.6,75.3,3,1
STD_0474,FEB,83.6,2.75,8.2,59.9,1,1
STD_0475,FEB,92.2,2.33,9.1,66.6,0,0
STD_0476,FEB,83.2,3.03,16.0,80.4,1,0
STD_0477,FTMM,66.3,2.88,8.4,64.9,1,0
STD_0478,FEB,84.7,3.16,10.8,58.8,0,0
STD_0479,FTMM,67.7,2.92,12.5,63.8,1,0
STD_0480,FISIP,73.1,2.1,6.1,47.1,5,1
STD_0481,FST,78.7,2.91,7.8,62.9,0,0
STD_0482,FISIP,78.4,2.95,22.1,63.4,0,0
STD_0483,FTMM,85.6,3.42,14.5,73.1,1,0
STD_0484,FTMM,70.0,2.75,10.7,61.9,5,1
STD_0485,FST,66.6,3.94,14.1,83.7,8,1
STD_0486,FH,92.0,2.14,4.5,54.6,2,1
STD_0487,FH,81.9,3.76,13.3,88.0,4,0
STD_0488,FH,88.5,2.99,10.2,62.5,0,0
STD_0489,FEB,90.2,3.53,11.8,90.8,0,0
STD_0490,FH,57.0,3.14,9.0,65.0,5,1
STD_0491,FEB,88.8,3.67,7.8,70.5,0,0
STD_0492,FEB,78.0,2.91,7.1,71.2,0,1
STD_0493,FH,93.3,2.55,23.2,54.5,0,0
STD_0494,FH,69.1,3.81,10.8,88.8,1,0
STD_0495,FST,99.4,3.04,9.9,51.6,0,0
STD_0496,FST,78.0,3.21,6.7,85.4,0,0
STD_0497,FEB,69.7,3.72,7.7,89.7,5,1
STD_0498,FST,85.8,2.58,12.7,49.7,1,1
STD_0499,FEB,69.6,3.4,11.4,66.1,4,1
STD_0500,FTMM,57.8,2.81,9.9,79.5,2,0
STD_0501,FEB,91.2,3.03,7.7,64.8,1,0
STD_0502,FEB,85.9,3.14,14.5,66.0,0,0
STD_0503,FST,70.1,2.35,5.8,38.9,4,1
STD_0504,FTMM,94.5,2.71,6.7,61.4,1,0
STD_0505,FISIP,87.1,3.78,11.3,83.7,0,0
STD_0506,FISIP,61.5,3.54,9.1,86.6,3,1
STD_0507,FISIP,89.2,3.07,7.8,60.2,1,0
STD_0508,FTMM,85.3,3.22,12.7,62.3,0,0
STD_0509,FH,93.0,2.95,12.2,72.7,2,1
STD_0510,FTMM,75.4,3.78,18.0,93.6,1,0
STD_0511,FST,74.7,3.0,9.2,57.4,5,1
STD_0512,FEB,79.1,3.22,6.9,83.0,1,1
STD_0513,FEB,73.6,3.67,9.3,83.8,3,0
STD_0514,FST,78.2,2.71,28.9,73.0,0,0
STD_0515,FST,75.5,3.88,13.2,87.0,0,0
STD_0516,FEB,79.1,2.33,12.1,36.5,0,0
STD_0517,FH,82.1,3.91,7.9,87.1,1,0
STD_0518,FH,69.5,2.91,10.2,76.8,5,1
STD_0519,FH,96.6,2.98,6.2,62.4,0,0
STD_0520,FST,91.5,2.15,9.4,50.0,1,1
STD_0521,FEB,80.6,2.87,21.0,66.0,2,0
STD_0522,FEB,56.1,2.58,25.9,38.4,4,1
STD_0523,FEB,88.9,2.8,10.3,79.3,1,0
STD_0524,FTMM,68.2,3.03,9.7,63.4,3,0
STD_0525,FTMM,97.2,3.58,24.6,85.6,0,0
STD_0526,FISIP,78.0,3.2,13.1,73.4,0,0
STD_0527,FTMM,67.1,3.25,6.9,85.1,3,0
STD_0528,FH,71.7,2.55,8.9,64.3,3,1
STD_0529,FH,79.4,2.66,7.0,61.3,0,0
STD_0530,FH,79.6,4.0,11.8,82.8,2,0
STD_0531,FH,67.8,2.73,9.1,71.0,4,1
STD_0532,FISIP,83.0,3.93,13.1,73.6,1,0
STD_0533,FH,83.9,2.98,8.6,74.7,0,0
STD_0534,FST,56.2,3.1,7.3,63.2,3,1
STD_0535,FST,87.2,3.64,11.5,92.7,0,0
STD_0536,FST,73.4,3.74,18.1,86.0,0,0
STD_0537,FTMM,68.5,3.04,12.6,76.0,2,0
STD_0538,FEB,77.9,2.91,8.3,68.8,2,0
STD_0539,FISIP,83.0,3.07,22.6,57.4,1,0
STD_0540,FST,49.3,3.27,21.1,68.5,4,1
STD_0541,FST,94.8,3.55,8.5,86.3,4,0
STD_0542,FH,63.6,3.1,6.4,73.4,2,1
STD_0543,FST,78.3,3.41,14.9,87.6,0,0
STD_0544,FH,75.8,3.92,18.4,91.6,1,0
STD_0545,FH,86.1,3.29,27.2,68.1,0,0
STD_0546,FEB,87.2,3.26,19.7,68.7,2,0
STD_0547,FTMM,82.5,2.34,10.2,57.6,0,1
STD_0548,FH,44.0,1.78,8.1,27.2,2,1
STD_0549,FH,55.9,3.29,6.8,89.3,4,1
STD_0550,FEB,83.2,3.05,7.8,74.6,0,0
STD_0551,FH,75.4,2.84,9.4,76.7,0,0
STD_0552,FISIP,80.7,3.22,12.4,61.8,1,0
STD_0553,FTMM,83.5,3.07,11.0,81.4,0,0
STD_0554,FISIP,87.0,3.66,15.5,100.0,0,0
STD_0555,FST,88.8,3.14,8.3,62.3,0,0
STD_0556,FTMM,73.9,2.73,10.4,70.7,5,1
STD_0557,FST,74.3,3.6,7.7,81.9,2,0
STD_0558,FH,73.4,2.99,9.2,57.5,5,1
STD_0559,FEB,80.3,3.36,15.0,81.2,1,0
STD_0560,FISIP,87.0,2.86,12.8,73.9,0,0
STD_0561,FST,85.4,2.78,33.6,60.7,0,0
STD_0562,FH,96.4,3.14,8.2,82.2,0,0
STD_0563,FISIP,73.0,3.11,10.4,58.8,2,1
STD_0564,FISIP,96.6,3.34,9.1,64.8,2,0
STD_0565,FST,62.1,2.97,9.4,70.4,3,0
STD_0566,FH,70.2,2.18,16.0,53.8,3,1
STD_0567,FEB,49.0,2.88,12.7,61.9,2,1
STD_0568,FST,66.6,3.5,19.8,86.4,4,0
STD_0569,FISIP,86.7,2.95,7.3,73.3,0,0
STD_0570,FISIP,76.8,2.98,18.4,76.4,0,0
STD_0571,FTMM,87.6,3.59,7.6,80.9,2,0
STD_0572,FH,80.8,2.74,18.7,69.7,0,0
STD_0573,FTMM,57.1,2.33,7.1,53.0,5,1
STD_0574,FEB,75.7,3.02,8.3,86.8,2,0
STD_0575,FST,92.1,2.86,10.0,60.7,2,0
STD_0576,FISIP,82.2,2.62,22.2,79.2,0,0
STD_0577,FH,79.2,3.01,6.3,70.5,0,0
STD_0578,FISIP,83.4,3.35,9.3,65.9,1,0
STD_0579,FTMM,58.9,3.1,17.8,82.9,3,0
STD_0580,FTMM,71.3,3.25,9.5,76.1,3,1
STD_0581,FST,78.1,4.0,9.3,96.8,0,0
STD_0582,FH,69.1,2.93,9.2,78.4,5,1
STD_0583,FH,72.2,3.24,9.4,77.5,3,1
STD_0584,FST,90.9,2.85,20.5,62.2,0,0
STD_0585,FTMM,56.2,2.68,14.0,71.3,1,1
STD_0586,FTMM,93.5,2.81,9.8,66.2,1,0
STD_0587,FTMM,93.1,2.86,32.4,72.7,2,0
STD_0588,FISIP,91.1,3.28,10.3,58.4,1,0
STD_0589,FEB,45.6,4.0,8.4,93.6,2,1
STD_0590,FTMM,69.5,2.74,7.3,59.7,1,0
STD_0591,FEB,90.9,2.89,9.2,81.1,1,0
STD_0592,FEB,89.9,3.07,7.2,76.4,2,1
STD_0593,FH,83.8,3.3,24.3,77.9,0,0
STD_0594,FST,73.1,3.23,15.2,78.5,3,1
STD_0595,FISIP,75.8,3.74,9.4,76.9,1,0
STD_0596,FEB,77.0,1.89,9.1,60.7,0,0
STD_0597,FISIP,60.3,1.91,11.5,64.1,3,1
STD_0598,FH,80.4,2.85,22.7,70.2,1,0
STD_0599,FTMM,78.1,3.65,20.1,95.7,3,0
STD_0600,FEB,80.4,2.32,9.0,51.8,3,1
STD_0601,FST,95.3,1.6,12.1,35.5,1,1
STD_0602,FH,77.2,3.39,11.7,78.0,0,0
STD_0603,FISIP,79.8,3.22,11.3,77.9,0,0
STD_0604,FTMM,80.9,2.55,5.8,57.9,1,1
STD_0605,FISIP,69.0,2.61,6.0,66.4,5,1
STD_0606,FST,90.3,2.62,9.8,64.8,2,1
STD_0607,FEB,85.9,3.16,8.2,65.1,1,0
STD_0608,FST,93.4,2.79,5.7,69.9,0,0
STD_0609,FISIP,83.3,3.35,14.4,83.8,1,0
STD_0610,FISIP,97.8,1.67,3.5,44.8,0,1
STD_0611,FST,96.5,2.67,10.8,72.7,1,0
STD_0612,FST,83.7,2.54,9.7,51.0,0,0
STD_0613,FST,96.1,2.97,26.8,73.2,1,0
STD_0614,FTMM,80.5,2.83,9.6,57.3,2,1
STD_0615,FISIP,69.1,3.5,7.4,71.1,3,0
STD_0616,FH,56.1,2.17,9.2,48.4,7,1
STD_0617,FTMM,89.7,3.12,17.3,64.9,1,0
STD_0618,FTMM,86.0,3.38,40.0,73.2,3,0
STD_0619,FTMM,92.8,4.0,11.4,88.3,1,0
STD_0620,FH,88.1,2.86,8.0,73.9,0,0
STD_0621,FST,54.7,3.26,20.8,72.7,5,0
STD_0622,FISIP,68.2,2.2,5.7,41.3,6,1
STD_0623,FEB,86.6,1.9,9.5,57.2,1,1
STD_0624,FEB,97.9,3.52,10.2,73.8,0,0
STD_0625,FISIP,98.0,3.1,6.4,71.5,1,0
STD_0626,FH,84.6,3.69,9.9,87.4,4,0
STD_0627,FEB,79.0,2.41,6.7,59.9,1,1
STD_0628,FTMM,60.0,3.36,13.7,86.0,5,1
STD_0629,FEB,81.8,4.0,25.8,93.8,1,0
STD_0630,FISIP,72.5,3.31,8.5,69.3,3,1
STD_0631,FTMM,95.8,3.24,16.5,92.2,1,0
STD_0632,FEB,68.2,3.1,6.6,73.6,6,1
STD_0633,FISIP,74.4,2.31,9.3,55.1,3,1
STD_0634,FH,94.3,3.78,8.0,93.3,0,0
STD_0635,FISIP,59.0,2.79,21.9,67.9,2,1
STD_0636,FH,87.2,3.35,15.4,80.2,1,0
STD_0637,FTMM,74.8,2.32,11.1,76.3,1,1
STD_0638,FISIP,87.2,2.51,15.4,58.0,1,1
STD_0639,FST,93.7,3.82,13.9,83.8,0,0
STD_0640,FST,77.0,2.93,26.7,69.5,1,0
STD_0641,FST,70.3,3.83,15.2,95.1,4,1
STD_0642,FST,55.2,3.06,21.6,59.2,3,1
STD_0643,FST,89.3,2.18,8.7,37.9,2,1
STD_0644,FH,65.0,3.55,7.8,76.2,4,0
STD_0645,FISIP,95.7,2.81,10.1,53.0,0,0
STD_0646,FTMM,74.0,3.45,7.7,75.6,3,0
STD_0647,FST,85.3,3.11,11.6,76.3,0,0
STD_0648,FST,52.9,2.33,8.6,49.4,1,1
STD_0649,FTMM,79.0,3.18,12.2,62.2,0,0
STD_0650,FTMM,89.7,4.0,8.1,90.6,0,0
STD_0651,FST,73.1,3.35,8.0,83.8,2,0
STD_0652,FH,71.2,3.07,10.2,57.9,4,1
STD_0653,FTMM,74.1,3.64,25.3,89.3,0,0
STD_0654,FISIP,73.5,3.21,9.3,80.6,5,1
STD_0655,FISIP,82.3,3.2,9.7,81.7,0,0
STD_0656,FH,79.2,2.55,12.6,70.8,0,0
STD_0657,FEB,41.6,3.22,12.0,92.0,5,1
STD_0658,FH,87.6,3.62,9.4,79.5,0,0
STD_0659,FST,79.0,2.68,8.5,64.5,0,0
STD_0660,FEB,83.6,3.81,9.1,82.9,0,0
STD_0661,FST,75.6,3.05,26.4,71.1,1,0
STD_0662,FISIP,90.4,2.66,6.2,75.4,3,1
STD_0663,FTMM,53.3,3.6,10.0,71.2,0,0
STD_0664,FST,94.9,2.96,6.1,62.2,1,0
STD_0665,FISIP,85.6,3.48,8.5,90.6,0,0
STD_0666,FH,69.8,2.95,15.0,77.2,3,0
STD_0667,FST,73.6,3.07,7.5,68.5,4,1
STD_0668,FISIP,82.6,3.35,7.2,83.8,0,0
STD_0669,FTMM,89.2,3.25,10.4,77.6,2,0
STD_0670,FST,80.1,2.1,4.3,64.0,0,1
STD_0671,FISIP,94.1,2.54,5.6,61.4,1,1
STD_0672,FST,80.4,3.56,17.0,89.5,1,0
STD_0673,FTMM,80.0,3.03,14.9,91.8,1,0
STD_0674,FST,56.3,2.84,20.5,71.5,3,0
STD_0675,FST,93.9,2.42,16.4,58.8,0,0
STD_0676,FISIP,84.9,2.56,12.0,67.0,2,0
STD_0677,FEB,79.2,2.09,4.5,48.9,0,1
STD_0678,FST,72.6,3.05,15.3,90.1,5,0
STD_0679,FEB,58.7,2.8,16.8,67.5,5,1
STD_0680,FH,88.7,2.62,14.9,60.2,0,1
STD_0681,FST,82.0,3.07,10.4,64.6,0,1
STD_0682,FEB,68.0,3.28,8.2,84.4,5,1
STD_0683,FH,74.7,4.0,19.2,96.9,5,0
STD_0684,FISIP,72.9,2.34,12.5,52.9,3,1
STD_0685,FST,84.0,3.68,31.1,88.2,1,0
STD_0686,FISIP,87.8,3.59,8.2,69.7,2,0
STD_0687,FH,72.6,2.71,7.0,65.7,5,1
STD_0688,FISIP,77.4,3.2,7.8,77.7,0,0
STD_0689,FISIP,93.8,2.87,15.2,81.1,0,0
STD_0690,FTMM,74.0,3.19,7.6,67.7,1,0
STD_0691,FH,58.6,3.85,8.1,76.9,1,0
STD_0692,FISIP,72.9,3.4,40.0,70.9,1,0
STD_0693,FEB,58.0,3.35,6.9,66.4,6,1
STD_0694,FH,93.9,2.88,16.6,78.4,4,0
STD_0695,FTMM,63.7,2.36,7.4,69.5,3,0
STD_0696,FST,96.9,3.0,17.0,72.5,1,0
STD_0697,FISIP,55.9,3.7,12.3,93.8,4,0
STD_0698,FEB,81.8,2.34,18.6,57.8,0,0
STD_0699,FTMM,80.6,2.57,20.8,60.7,3,1
STD_0700,FH,85.5,3.16,6.4,70.6,1,0
STD_0701,FISIP,82.0,2.61,5.7,59.7,1,1
STD_0702,FTMM,76.3,2.7,7.1,51.7,0,1
STD_0703,FTMM,74.9,2.89,12.4,69.9,4,1
STD_0704,FEB,88.5,2.42,18.0,58.0,1,1
STD_0705,FST,85.6,2.61,8.9,68.2,0,0
STD_0706,FST,75.2,3.45,12.5,79.8,1,0
STD_0707,FST,91.6,2.45,6.1,57.6,1,0
STD_0708,FH,81.1,2.3,14.4,49.1,3,1
STD_0709,FTMM,75.1,2.78,26.1,66.3,0,0
STD_0710,FH,90.7,3.47,8.8,85.2,1,1
STD_0711,FTMM,86.8,3.0,10.1,60.9,0,0
STD_0712,FEB,78.1,2.87,6.3,68.1,0,0
STD_0713,FEB,61.4,3.12,11.2,74.3,3,0
STD_0714,FH,85.2,2.23,8.6,48.8,1,1
STD_0715,FH,53.4,3.35,7.6,72.2,1,0
STD_0716,FEB,71.1,3.29,10.1,77.7,4,0
STD_0717,FISIP,79.4,2.9,8.2,58.8,0,1
STD_0718,FST,86.9,3.6,11.6,84.9,0,0
STD_0719,FST,78.7,2.54,10.4,53.6,2,1
STD_0720,FEB,96.4,3.66,7.4,91.8,1,0
STD_0721,FST,59.1,3.18,14.9,92.2,3,1
STD_0722,FISIP,63.2,2.93,13.4,61.7,4,1
STD_0723,FISIP,72.9,3.09,8.9,76.1,2,0
STD_0724,FTMM,75.2,3.05,6.4,65.1,0,1
STD_0725,FH,79.0,3.71,15.9,92.5,0,0
STD_0726,FST,98.7,2.56,23.8,51.1,1,0
STD_0727,FISIP,72.8,2.72,7.1,68.2,1,0
STD_0728,FH,52.7,3.62,9.6,75.4,2,0
STD_0729,FH,78.3,2.8,6.8,64.4,1,1
STD_0730,FTMM,70.3,3.55,12.3,72.8,3,1
STD_0731,FH,93.5,3.95,8.9,95.6,1,0
STD_0732,FH,75.6,2.9,8.4,61.3,2,1
STD_0733,FEB,64.6,3.44,14.0,83.2,4,0
STD_0734,FTMM,61.9,2.52,10.0,57.7,0,1
STD_0735,FTMM,80.0,3.48,9.9,78.6,0,0
STD_0736,FST,76.1,3.2,9.7,75.2,1,0
STD_0737,FH,77.7,3.34,11.6,70.6,1,0
STD_0738,FST,66.0,2.78,5.6,67.2,7,1
STD_0739,FISIP,83.1,2.27,5.0,67.6,0,0
STD_0740,FH,93.0,3.35,19.5,70.8,1,0
STD_0741,FISIP,50.5,2.07,4.6,60.7,1,1
STD_0742,FEB,62.8,2.94,13.2,80.8,3,1
STD_0743,FH,74.1,3.57,22.3,74.9,7,1
STD_0744,FST,92.1,3.2,8.3,62.3,0,0
STD_0745,FST,94.5,4.0,10.8,92.4,0,0
STD_0746,FH,66.5,3.61,12.3,77.9,3,0
STD_0747,FST,95.6,2.77,18.4,80.4,1,0
STD_0748,FH,95.6,3.11,23.3,72.6,0,0
STD_0749,FTMM,86.8,3.08,14.2,65.1,0,0
STD_0750,FST,78.2,2.31,5.2,47.0,1,1
STD_0751,FH,77.3,2.63,11.9,71.3,2,1
STD_0752,FH,76.1,2.82,8.8,61.8,1,1
STD_0753,FST,63.9,2.08,8.0,52.0,5,1
STD_0754,FTMM,67.5,3.12,6.5,80.1,2,0
STD_0755,FST,68.7,2.98,7.2,65.6,0,0
STD_0756,FH,68.2,2.26,13.9,54.9,5,1
STD_0757,FTMM,55.7,3.3,10.2,75.9,2,1
STD_0758,FISIP,94.9,3.46,9.1,84.6,0,0
STD_0759,FEB,74.6,3.21,9.3,79.0,2,1
STD_0760,FST,61.9,2.94,17.4,67.0,2,0
STD_0761,FH,48.8,3.4,15.1,78.4,3,0
STD_0762,FTMM,88.4,3.44,8.8,75.8,2,0
STD_0763,FTMM,68.7,3.25,7.3,63.3,3,0
STD_0764,FISIP,78.5,2.69,7.1,65.8,3,0
STD_0765,FST,62.3,3.24,21.7,89.9,0,0
STD_0766,FTMM,84.1,3.7,12.6,76.9,1,1
STD_0767,FISIP,80.4,2.8,10.2,59.8,1,1
STD_0768,FH,44.6,4.0,13.4,83.0,4,0
STD_0769,FISIP,88.1,2.84,8.4,72.5,2,0
STD_0770,FST,90.4,3.12,16.1,75.9,0,0
STD_0771,FISIP,76.2,2.76,10.0,64.0,1,0
STD_0772,FTMM,70.4,3.21,7.2,66.9,3,0
STD_0773,FTMM,89.3,2.23,5.3,55.3,0,1
STD_0774,FEB,81.4,2.83,10.3,54.0,1,0
STD_0775,FISIP,77.2,2.55,21.7,62.2,2,1
STD_0776,FH,71.6,3.17,8.5,80.3,2,0
STD_0777,FST,79.2,3.6,19.4,71.9,0,0
STD_0778,FEB,93.6,3.42,15.5,66.2,1,0
STD_0779,FISIP,83.4,1.91,5.5,60.9,1,1
STD_0780,FH,60.1,4.0,8.2,85.1,4,0
STD_0781,FEB,76.6,3.25,7.1,84.0,2,0
STD_0782,FTMM,79.1,2.71,13.2,63.0,1,0
STD_0783,FST,77.6,3.18,7.7,72.3,0,0
STD_0784,FISIP,73.7,3.19,9.2,77.3,4,0
STD_0785,FH,75.7,2.77,9.7,58.3,1,1
STD_0786,FTMM,49.2,3.2,14.2,75.0,5,1
STD_0787,FEB,80.1,2.8,6.3,62.9,2,0
STD_0788,FST,66.5,2.9,8.9,57.4,2,1
STD_0789,FEB,56.8,2.76,9.5,67.8,3,1
STD_0790,FEB,88.4,2.38,9.4,55.6,0,0
STD_0791,FH,89.6,3.17,16.6,72.2,1,1
STD_0792,FTMM,73.0,3.39,7.9,68.2,3,1
STD_0793,FISIP,95.2,3.36,16.6,89.9,3,0
STD_0794,FH,92.2,3.51,14.1,87.2,1,0
STD_0795,FST,83.1,3.26,11.4,83.0,2,0
STD_0796,FEB,68.1,2.83,12.9,64.2,5,1
STD_0797,FST,78.2,3.52,10.2,66.6,1,1
STD_0798,FH,69.4,2.42,5.7,74.0,3,1
STD_0799,FH,85.7,2.65,11.9,62.5,1,1
STD_0800,FISIP,68.1,2.62,9.7,56.4,1,1
STD_0801,FEB,71.8,3.64,13.4,86.1,2,0
STD_0802,FH,82.7,3.57,9.6,90.8,0,0
STD_0803,FST,93.9,3.34,20.9,76.7,1,0
STD_0804,FISIP,61.9,3.64,12.6,92.9,3,1
STD_0805,FST,56.4,2.66,5.9,71.9,3,1
STD_0806,FEB,74.5,3.27,10.1,66.9,3,1
STD_0807,FISIP,81.9,3.04,14.5,65.4,0,0
STD_0808,FISIP,84.8,3.52,16.5,88.1,2,0
STD_0809,FISIP,71.3,3.04,10.2,49.1,6,1
STD_0810,FTMM,90.5,2.91,19.3,67.0,1,0
STD_0811,FISIP,71.2,3.37,8.6,66.0,2,0
STD_0812,FST,61.5,3.54,10.2,76.9,6,1
STD_0813,FST,63.6,2.77,19.3,62.9,5,1
STD_0814,FEB,79.6,3.07,19.7,68.5,2,0
STD_0815,FH,76.5,2.57,12.1,57.0,2,1
STD_0816,FH,88.9,1.85,15.5,38.2,1,1
STD_0817,FTMM,58.9,3.2,7.0,92.3,6,1
STD_0818,FISIP,67.7,3.4,18.8,93.0,7,0
STD_0819,FTMM,79.0,3.23,8.8,65.3,0,0
STD_0820,FEB,89.4,2.13,5.4,65.2,1,1
STD_0821,FEB,85.5,2.92,7.5,65.3,1,0
STD_0822,FH,92.8,1.99,7.2,50.9,1,1
STD_0823,FEB,64.7,3.78,9.3,85.2,2,0
STD_0824,FISIP,92.5,2.56,7.4,55.9,1,0
STD_0825,FST,77.3,3.73,8.3,92.4,0,0
STD_0826,FEB,79.6,3.57,9.3,82.5,1,0
STD_0827,FTMM,66.5,2.65,10.4,59.2,3,1
STD_0828,FISIP,96.1,2.53,8.6,50.2,0,0
STD_0829,FEB,67.4,3.28,9.1,68.4,4,1
STD_0830,FEB,73.8,2.68,13.6,50.4,3,1
STD_0831,FISIP,72.0,3.15,19.7,73.1,5,0
STD_0832,FEB,83.1,2.86,14.2,57.6,1,1
STD_0833,FST,60.6,2.21,6.8,52.1,2,1
STD_0834,FH,92.1,1.98,12.2,60.7,1,1
STD_0835,FISIP,76.3,3.21,7.4,83.9,0,0
STD_0836,FTMM,96.6,2.82,6.5,66.1,1,0
STD_0837,FEB,79.8,2.82,8.2,65.8,0,1
STD_0838,FH,84.4,3.45,16.8,94.0,3,0
STD_0839,FTMM,68.8,3.69,9.1,87.9,4,0
STD_0840,FTMM,91.3,2.96,6.3,66.7,5,1
STD_0841,FST,96.3,2.93,6.7,57.2,1,1
STD_0842,FH,31.2,3.35,18.4,80.2,1,1
STD_0843,FISIP,82.0,2.42,10.9,65.1,1,1
STD_0844,FH,75.6,3.21,8.2,69.2,3,1
STD_0845,FH,68.6,3.38,11.6,79.8,4,0
STD_0846,FTMM,74.7,3.44,11.4,75.9,5,0
STD_0847,FST,76.0,2.13,10.7,51.2,0,1
STD_0848,FST,72.7,2.72,7.0,44.5,1,1
STD_0849,FH,88.9,2.66,17.3,61.4,0,0
STD_0850,FH,80.4,3.15,8.5,80.8,0,0
STD_0851,FEB,93.9,3.34,13.8,71.8,2,0
STD_0852,FTMM,76.9,3.85,7.8,87.4,0,0
STD_0853,FISIP,85.7,2.85,8.5,61.0,1,0
STD_0854,FISIP,62.1,2.85,8.3,69.9,4,1
STD_0855,FST,72.7,3.67,12.1,81.8,2,0
STD_0856,FTMM,60.1,3.25,6.9,67.5,3,1
STD_0857,FST,78.1,3.73,16.8,95.3,0,0
STD_0858,FISIP,84.7,3.24,8.0,82.3,0,0
STD_0859,FH,74.7,2.52,11.8,55.6,0,1
STD_0860,FTMM,60.0,2.43,14.6,62.7,5,1
STD_0861,FTMM,73.9,2.32,9.6,60.8,2,1
STD_0862,FEB,79.3,3.43,15.0,83.8,1,0
STD_0863,FH,62.3,3.69,13.9,70.3,6,1
STD_0864,FH,77.4,4.0,10.6,98.1,1,0
STD_0865,FST,60.5,3.52,17.0,75.9,5,1
STD_0866,FTMM,75.5,3.68,9.5,80.8,1,0
STD_0867,FST,79.3,2.81,10.7,87.3,3,0
STD_0868,FH,66.8,2.52,13.3,62.9,3,1
STD_0869,FEB,86.6,3.53,9.9,77.4,1,0
STD_0870,FTMM,41.5,3.31,8.8,58.5,5,1
STD_0871,FH,79.9,3.15,10.0,84.2,2,0
STD_0872,FEB,74.6,3.29,16.8,65.1,2,0
STD_0873,FISIP,85.6,3.26,22.5,67.2,1,0
STD_0874,FH,86.5,3.74,12.2,82.2,1,0
STD_0875,FISIP,84.7,3.75,14.0,96.3,0,0
STD_0876,FST,89.4,3.37,20.8,83.6,1,0
STD_0877,FISIP,57.0,3.52,7.7,79.2,3,1
STD_0878,FH,68.6,3.36,8.3,79.6,1,0
STD_0879,FISIP,69.2,2.87,13.1,62.6,7,1
STD_0880,FTMM,93.8,3.48,17.4,80.7,0,0
STD_0881,FH,84.4,2.4,16.5,58.6,4,1
STD_0882,FEB,56.9,3.63,10.5,90.3,6,1
STD_0883,FISIP,83.5,2.5,5.6,67.8,0,1
STD_0884,FTMM,79.7,3.24,9.9,78.8,2,0
STD_0885,FST,76.7,2.68,6.9,60.6,2,1
STD_0886,FST,56.5,3.38,8.8,83.5,5,0
STD_0887,FISIP,63.5,3.08,15.0,70.9,2,0
STD_0888,FST,93.6,2.3,5.1,47.4,2,1
STD_0889,FEB,97.5,3.31,17.2,73.0,0,0
STD_0890,FH,75.9,2.81,9.0,66.9,2,1
STD_0891,FTMM,82.8,3.54,12.5,88.1,2,0
STD_0892,FISIP,80.0,3.1,6.8,70.5,0,0
STD_0893,FST,72.6,3.3,9.1,66.3,5,1
STD_0894,FH,75.0,2.62,5.8,62.9,0,0
STD_0895,FEB,60.2,2.81,25.2,67.0,7,1
STD_0896,FST,91.5,2.87,15.6,68.9,0,1
STD_0897,FST,55.0,3.53,10.7,87.9,4,1
STD_0898,FTMM,96.9,3.94,9.4,96.9,0,0
STD_0899,FEB,43.5,2.7,21.7,59.2,7,1
STD_0900,FEB,94.9,3.64,9.8,77.8,1,0
STD_0901,FISIP,69.1,2.02,5.1,42.0,6,1
STD_0902,FTMM,48.3,2.5,10.0,65.6,6,1
STD_0903,FISIP,89.9,2.62,22.5,74.0,1,0
STD_0904,FTMM,80.0,2.42,4.9,56.0,0,0
STD_0905,FEB,80.4,2.31,6.2,54.2,1,1
STD_0906,FTMM,83.7,3.31,23.3,87.9,1,0
STD_0907,FTMM,77.9,2.99,7.1,73.9,0,0
STD_0908,FTMM,60.2,3.29,7.3,79.3,2,0
STD_0909,FH,73.3,3.45,12.0,69.4,3,0
STD_0910,FH,76.8,3.23,18.3,80.1,0,0
STD_0911,FEB,52.7,3.43,10.7,71.1,4,1
STD_0912,FTMM,84.6,3.07,37.4,62.2,2,0
STD_0913,FEB,73.3,2.51,11.8,57.4,4,1
STD_0914,FH,43.2,3.63,7.7,77.9,3,0
STD_0915,FTMM,79.7,2.81,35.2,64.3,1,0
STD_0916,FISIP,73.8,2.63,8.4,51.1,6,1
STD_0917,FH,60.7,3.01,8.1,77.9,3,1
STD_0918,FH,67.8,2.64,10.2,71.9,4,1
STD_0919,FH,56.2,2.89,8.0,52.2,5,1
STD_0920,FTMM,65.6,3.27,7.1,83.3,2,1
STD_0921,FST,52.3,3.27,6.6,69.0,3,1
STD_0922,FISIP,73.2,2.65,8.9,69.9,5,1
STD_0923,FISIP,69.7,2.86,16.6,66.6,6,1
STD_0924,FEB,56.5,3.64,12.4,83.0,3,0
STD_0925,FTMM,92.8,3.35,40.0,75.5,0,0
STD_0926,FH,66.0,4.0,10.0,99.7,4,0
STD_0927,FST,94.8,3.69,9.4,73.9,2,0
STD_0928,FTMM,69.5,3.67,8.4,88.3,0,0
